X,Y,Z
13.6336,-46.6588,-0.7359
14.5604,-46.3676,-0.7396
15.4811,-46.0581,-0.7434
16.3952,-45.7303,-0.7471
17.3023,-45.3844,-0.7508
18.2023,-45.0205,-0.7546
19.0945,-44.6387,-0.7583
19.9788,-44.2393,-0.7621
20.8548,-43.8224,-0.7658
21.7221,-43.3882,-0.7696
22.5804,-42.9368,-0.7734
23.4293,-42.4684,-0.7772
24.2685,-41.9833,-0.7810
25.0977,-41.4816,-0.7848
25.9165,-40.9636,-0.7886
26.7247,-40.4294,-0.7924
27.5219,-39.8792,-0.7962
28.3077,-39.3134,-0.8000
29.0822,-38.7319,-0.8039
29.8441,-38.1354,-0.8078
30.5942,-37.5237,-0.8117
31.3316,-36.8973,-0.8156
32.0563,-36.2565,-0.8195
32.7679,-35.6014,-0.8235
33.4661,-34.9323,-0.8274
34.1507,-34.2496,-0.8314
34.8213,-33.5535,-0.8353
35.4778,-32.8442,-0.8393
36.1198,-32.1222,-0.8433
36.7472,-31.3876,-0.8472
37.3597,-30.6408,-0.8512
37.9569,-29.8820,-0.8552
38.5388,-29.1116,-0.8592
39.1051,-28.3299,-0.8632
39.6555,-27.5372,-0.8672
40.1899,-26.7338,-0.8712
40.7080,-25.9200,-0.8753
41.2096,-25.0963,-0.8793
41.6946,-24.2628,-0.8834
42.1627,-23.4200,-0.8874
42.6138,-22.5682,-0.8915
43.0477,-21.7077,-0.8956
43.4643,-20.8388,-0.8996
43.8633,-19.9620,-0.9037
44.2446,-19.0776,-0.9078
44.6082,-18.1859,-0.9119
44.9537,-17.2873,-0.9161
45.2811,-16.3821,-0.9202
45.5903,-15.4708,-0.9244
45.8812,-14.5536,-0.9285
46.1536,-13.6310,-0.9327
46.4075,-12.7033,-0.9369
46.6427,-11.7710,-0.9411
46.8593,-10.8343,-0.9453
47.0570,-9.8936,-0.9495
47.2358,-8.9494,-0.9537
47.3958,-8.0020,-0.9579
47.5367,-7.0517,-0.9622
47.6586,-6.0991,-0.9664
47.7614,-5.1444,-0.9707
47.8451,-4.1880,-0.9749
47.9096,-3.2303,-0.9792
47.9550,-2.2717,-0.9835
47.9812,-1.3126,-0.9878
47.9883,-0.3533,-0.9921
47.9897,-0.0000,-0.9920
47.9897,-0.0000,-0.9920
47.9710,0.9767,-0.9959
47.9358,1.9527,-0.9984
47.8807,2.9277,-1.0008
47.8058,3.9013,-1.0032
47.7111,4.8730,-1.0057
47.5967,5.8425,-1.0081
47.4626,6.8094,-1.0105
47.3089,7.7732,-1.0129
47.1356,8.7336,-1.0154
46.9429,9.6901,-1.0178
46.7307,10.6425,-1.0202
46.4993,11.5902,-1.0226
46.2486,12.5329,-1.0251
45.9788,13.4702,-1.0275
45.6901,14.4017,-1.0299
45.3825,15.3271,-1.0323
45.0561,16.2459,-1.0347
44.7112,17.1578,-1.0371
44.3478,18.0623,-1.0395
43.9653,18.9614,-1.0419
43.5660,19.8479,-1.0446
43.1478,20.7281,-1.0472
42.7119,21.5995,-1.0498
42.2583,22.4618,-1.0525
41.7874,23.3145,-1.0551
41.2993,24.1574,-1.0577
40.7942,24.9901,-1.0604
40.2723,25.8122,-1.0630
39.7339,26.6235,-1.0656
39.1791,27.4236,-1.0682
38.6083,28.2121,-1.0709
38.0216,28.9887,-1.0735
37.4193,29.7532,-1.0761
36.8016,30.5051,-1.0787
36.1688,31.2443,-1.0813
35.5213,31.9703,-1.0839
34.8591,32.6829,-1.0866
34.1827,33.3819,-1.0892
33.4922,34.0668,-1.0918
32.7881,34.7375,-1.0944
32.0705,35.3936,-1.0970
31.3398,36.0350,-1.0996
30.5963,36.6612,-1.1022
29.8403,37.2721,-1.1048
29.0721,37.8675,-1.1074
28.2921,38.4470,-1.1100
27.5005,39.0105,-1.1126
26.6977,39.5577,-1.1152
25.8841,40.0884,-1.1178
25.0598,40.6024,-1.1204
24.2255,41.0994,-1.1230
23.3812,41.5793,-1.1256
22.5275,42.0419,-1.1282
21.6646,42.4870,-1.1308
20.7930,42.9143,-1.1333
19.9129,43.3238,-1.1359
19.0248,43.7153,-1.1385
18.1290,44.0885,-1.1411
17.2259,44.4435,-1.1437
