X,Y,Z
29.3198,-48.8214,-0.6677
30.1532,-48.3043,-0.6694
30.9775,-47.7730,-0.6711
31.7925,-47.2276,-0.6729
32.5978,-46.6683,-0.6746
33.3934,-46.0953,-0.6763
34.1788,-45.5087,-0.6781
34.9540,-44.9088,-0.6798
35.7187,-44.2956,-0.6815
36.4725,-43.6695,-0.6832
37.2155,-43.0305,-0.6849
37.9472,-42.3789,-0.6867
38.6675,-41.7148,-0.6884
39.3763,-41.0385,-0.6901
40.0731,-40.3502,-0.6918
40.7580,-39.6500,-0.6936
41.4307,-38.9383,-0.6953
42.0909,-38.2151,-0.6970
42.7385,-37.4807,-0.6987
43.3733,-36.7354,-0.7005
43.9944,-35.9801,-0.7022
44.6036,-35.2126,-0.7039
45.1989,-34.4357,-0.7057
45.7806,-33.6487,-0.7074
46.3486,-32.8519,-0.7091
46.9027,-32.0455,-0.7109
47.4428,-31.2298,-0.7126
47.9688,-30.4050,-0.7144
48.4803,-29.5713,-0.7161
48.9775,-28.7291,-0.7179
49.4600,-27.8785,-0.7196
49.9277,-27.0198,-0.7213
50.3805,-26.1532,-0.7231
50.8183,-25.2791,-0.7248
51.2409,-24.3976,-0.7266
51.6483,-23.5091,-0.7283
52.0402,-22.6138,-0.7300
52.4166,-21.7120,-0.7318
52.7774,-20.8039,-0.7335
53.1225,-19.8898,-0.7353
53.4517,-18.9701,-0.7370
53.7651,-18.0448,-0.7387
54.0624,-17.1145,-0.7405
54.3436,-16.1792,-0.7422
54.6086,-15.2393,-0.7440
54.8574,-14.2951,-0.7457
55.0899,-13.3468,-0.7475
55.3060,-12.3948,-0.7492
55.5056,-11.4393,-0.7510
55.6887,-10.4804,-0.7527
55.8552,-9.5190,-0.7545
56.0052,-8.5547,-0.7562
56.1385,-7.5881,-0.7580
56.2551,-6.6195,-0.7597
56.3550,-5.6491,-0.7615
56.4382,-4.6772,-0.7632
56.5047,-3.7041,-0.7650
56.5543,-2.7301,-0.7667
56.5872,-1.7555,-0.7685
56.6033,-0.7806,-0.7702
56.6041,0.0000,-0.7716
56.6041,-0.0000,-0.7716
56.5902,1.0018,-0.7732
56.5586,2.0031,-0.7747
56.5092,3.0037,-0.7762
56.4422,4.0031,-0.7777
56.3576,5.0010,-0.7792
56.2553,5.9973,-0.7807
56.1355,6.9914,-0.7823
55.9980,7.9833,-0.7838
55.8431,8.9724,-0.7853
55.6707,9.9586,-0.7868
55.4809,10.9415,-0.7882
55.2738,11.9207,-0.7897
55.0494,12.8961,-0.7912
54.8078,13.8673,-0.7927
54.5491,14.8340,-0.7942
54.2734,15.7958,-0.7956
53.9807,16.7526,-0.7971
53.6712,17.7039,-0.7986
53.3449,18.6496,-0.8001
53.0019,19.5892,-0.8015
52.6425,20.5225,-0.8030
52.2666,21.4493,-0.8044
51.8744,22.3692,-0.8059
51.4660,23.2819,-0.8073
51.0416,24.1872,-0.8088
50.6013,25.0848,-0.8102
50.1452,25.9744,-0.8116
49.6734,26.8556,-0.8131
49.1862,27.7284,-0.8145
48.6837,28.5923,-0.8159
48.1660,29.4471,-0.8174
47.6334,30.2925,-0.8188
47.0859,31.1284,-0.8202
46.5237,31.9543,-0.8216
45.9471,32.7701,-0.8230
45.3552,33.5768,-0.8244
44.7508,34.3700,-0.8260
44.1316,35.1536,-0.8275
43.4986,35.9261,-0.8290
42.8521,36.6872,-0.8306
42.1923,37.4366,-0.8321
41.5194,38.1743,-0.8336
40.8337,38.8998,-0.8351
40.1352,39.6130,-0.8366
39.4244,40.3137,-0.8381
38.7013,41.0016,-0.8397
37.9662,41.6766,-0.8412
37.2194,42.3385,-0.8427
36.4610,42.9869,-0.8442
35.6913,43.6218,-0.8456
34.9106,44.2429,-0.8471
34.1192,44.8501,-0.8486
33.3171,45.4431,-0.8501
32.5048,46.0218,-0.8516
31.6824,46.5860,-0.8531
30.8502,47.1354,-0.8545
30.0086,47.6701,-0.8560
29.1576,48.1897,-0.8575
28.2977,48.6942,-0.8589
27.4291,49.1833,-0.8604
26.5520,49.6569,-0.8619
25.6668,50.1149,-0.8633
24.7736,50.5572,-0.8648
23.8729,50.9835,-0.8662
22.9648,51.3938,-0.8677
22.0497,51.7879,-0.8691
21.1279,52.1658,-0.8706
20.1996,52.5272,-0.8720
19.2651,52.8722,-0.8734
18.3247,53.2005,-0.8749
17.3788,53.5121,-0.8763
16.4248,53.8078,-0.8777
15.4712,54.0846,-0.8793
14.5102,54.3451,-0.8808
13.5448,54.5887,-0.8824
12.5754,54.8150,-0.8839
11.6021,55.0242,-0.8854
10.6255,55.2161,-0.8869
9.6456,55.3907,-0.8885
