contactPntX,contactPntY,contactPntZ,normalX,normalY,normalZ,maxCurvature,maxCurvDirectionX,maxCurvDirectionY,maxCurvDirectionZ,minCurvature,minCurvDirectionX,minCurvDirectionY,minCurvDirectionZ,meanCurvature,GaussianCurvature,endOfRevolution(T/F)
-16.7762,49.0042,-0.0550,0.0425,-0.1243,0.9913,0.1575,-0.3211,0.9379,0.1313,-0.0025,-0.9461,-0.3239,0.0000,0.0775,-0.0004,0
-17.7192,48.6712,-0.0550,0.0449,-0.1234,0.9913,0.1575,-0.3391,0.9315,0.1313,-0.0025,-0.9397,-0.3421,0.0000,0.0775,-0.0004,0
-18.6555,48.3201,-0.0550,0.0473,-0.1225,0.9913,0.1575,-0.3571,0.9248,0.1313,-0.0025,-0.9329,-0.3602,0.0000,0.0775,-0.0004,0
-19.5848,47.9509,-0.0550,0.0497,-0.1216,0.9913,0.1575,-0.3748,0.9177,0.1313,-0.0025,-0.9258,-0.3781,0.0000,0.0775,-0.0004,0
-20.5069,47.5639,-0.0550,0.0520,-0.1206,0.9913,0.1575,-0.3925,0.9103,0.1313,-0.0025,-0.9183,-0.3959,0.0000,0.0775,-0.0004,0
-21.4213,47.1592,-0.0550,0.0543,-0.1196,0.9913,0.1575,-0.4100,0.9026,0.1313,-0.0025,-0.9105,-0.4136,0.0000,0.0775,-0.0004,0
-22.3277,46.7368,-0.0550,0.0566,-0.1185,0.9913,0.1575,-0.4273,0.8945,0.1313,-0.0025,-0.9023,-0.4311,0.0000,0.0775,-0.0004,0
-23.2258,46.2971,-0.0550,0.0589,-0.1174,0.9913,0.1575,-0.4445,0.8861,0.1313,-0.0025,-0.8938,-0.4484,0.0000,0.0775,-0.0004,0
-24.1152,45.8401,-0.0550,0.0611,-0.1162,0.9913,0.1575,-0.4615,0.8773,0.1313,-0.0025,-0.8850,-0.4656,0.0000,0.0775,-0.0004,0
-24.9957,45.3660,-0.0550,0.0634,-0.1150,0.9913,0.1575,-0.4784,0.8683,0.1313,-0.0025,-0.8759,-0.4826,0.0000,0.0775,-0.0004,0
-25.8668,44.8750,-0.0550,0.0656,-0.1138,0.9913,0.1575,-0.4951,0.8589,0.1313,-0.0025,-0.8664,-0.4994,0.0000,0.0775,-0.0004,0
-26.7283,44.3672,-0.0550,0.0678,-0.1125,0.9913,0.1575,-0.5116,0.8492,0.1313,-0.0025,-0.8566,-0.5160,0.0000,0.0775,-0.0004,0
-27.5799,43.8430,-0.0550,0.0699,-0.1112,0.9913,0.1575,-0.5279,0.8391,0.1313,-0.0025,-0.8465,-0.5325,0.0000,0.0775,-0.0004,0
-28.4211,43.3024,-0.0550,0.0721,-0.1098,0.9913,0.1575,-0.5440,0.8288,0.1313,-0.0025,-0.8360,-0.5487,0.0000,0.0775,-0.0004,0
-29.2518,42.7456,-0.0550,0.0742,-0.1084,0.9913,0.1575,-0.5599,0.8181,0.1313,-0.0025,-0.8253,-0.5647,0.0000,0.0775,-0.0004,0
-30.0716,42.1730,-0.0550,0.0762,-0.1069,0.9913,0.1575,-0.5755,0.8072,0.1313,-0.0025,-0.8142,-0.5806,0.0000,0.0775,-0.0004,0
-30.8801,41.5846,-0.0550,0.0783,-0.1054,0.9913,0.1575,-0.5910,0.7959,0.1313,-0.0025,-0.8028,-0.5962,0.0000,0.0775,-0.0004,0
-31.6772,40.9807,-0.0550,0.0803,-0.1039,0.9913,0.1575,-0.6063,0.7843,0.1313,-0.0025,-0.7912,-0.6116,0.0000,0.0775,-0.0004,0
-32.4624,40.3615,-0.0550,0.0823,-0.1023,0.9913,0.1575,-0.6213,0.7725,0.1313,-0.0025,-0.7792,-0.6267,0.0000,0.0775,-0.0004,0
-33.2355,39.7273,-0.0550,0.0843,-0.1007,0.9913,0.1575,-0.6361,0.7603,0.1313,-0.0025,-0.7670,-0.6417,0.0000,0.0775,-0.0004,0
-33.9963,39.0783,-0.0550,0.0862,-0.0991,0.9913,0.1575,-0.6507,0.7479,0.1313,-0.0025,-0.7545,-0.6563,0.0000,0.0775,-0.0004,0
